timestamp,bin_id,location,fill_level,weight_kg,temperature,battery_level,latitude,longitude,status
2026-08-09T15:11:53.288573,BIN_001,Malpe,70,45.23,33.47,99,13.312241,74.739286,Warning
2026-08-09T15:12:53.288573,BIN_019,Kundapura,97,68.19,27.37,30,13.346541,74.799855,Overflow Risk
2026-08-09T15:13:53.288573,BIN_012,Udupi,66,35.98,31.98,43,13.300498,74.776004,Normal
2026-08-09T15:14:53.288573,BIN_018,Malpe,12,6.44,31.63,81,13.375596,74.737794,Normal
2026-08-09T15:15:53.288573,BIN_019,Kundapura,19,8.65,28.19,67,13.346541,74.799855,Normal
2026-08-09T15:16:53.288573,BIN_004,Manipal,31,19.16,30.2,85,13.370795,74.705158,Normal
2026-08-09T15:17:53.288573,BIN_020,Malpe,50,24.0,30.42,47,13.33064,74.707462,Normal
2026-08-09T15:18:53.288573,BIN_014,Malpe,86,63.92,31.08,49,13.333329,74.703057,Warning
2026-08-09T15:19:53.288573,BIN_014,Malpe,84,45.98,30.02,30,13.333329,74.703057,Warning
2026-08-09T15:20:53.288573,BIN_016,Brahmagiri,64,36.69,35.3,41,13.344545,74.718646,Normal
2026-08-09T15:21:53.288573,BIN_006,Manipal,65,44.17,37.09,73,13.389592,74.795714,Normal
2026-08-09T15:22:53.288573,BIN_016,Brahmagiri,65,36.66,36.49,73,13.344545,74.718646,Normal
2026-08-09T15:23:53.288573,BIN_005,Malpe,83,34.19,37.31,55,13.351108,74.766898,Warning
2026-08-09T15:24:53.288573,BIN_002,Malpe,11,7.66,36.43,57,13.386811,74.702684,Normal
2026-08-09T15:25:53.288573,BIN_013,Brahmagiri,35,26.0,27.57,41,13.314129,74.74159,Normal
2026-08-09T15:26:53.288573,BIN_019,Kundapura,69,49.15,28.37,23,13.346541,74.799855,Normal
2026-08-09T15:27:53.288573,BIN_005,Malpe,39,22.14,35.99,64,13.351108,74.766898,Normal
2026-08-09T15:28:53.288573,BIN_015,Udupi,37,18.71,37.69,29,13.361485,74.77039,Normal
2026-08-09T15:29:53.288573,BIN_006,Manipal,89,67.89,37.26,71,13.389592,74.795714,Warning
2026-08-09T15:30:53.288573,BIN_011,Udupi,52,36.94,31.51,62,13.327527,74.745716,Normal
2026-08-09T15:31:53.288573,BIN_018,Malpe,58,39.1,25.9,29,13.375596,74.737794,Normal
2026-08-09T15:32:53.288573,BIN_011,Udupi,10,5.04,32.56,80,13.327527,74.745716,Normal
2026-08-09T15:33:53.288573,BIN_015,Udupi,40,28.19,31.29,39,13.361485,74.77039,Normal
2026-08-09T15:34:53.288573,BIN_007,Manipal,47,26.26,25.17,65,13.340145,74.721582,Normal
2026-08-09T15:35:53.288573,BIN_019,Kundapura,89,44.99,38.78,84,13.346541,74.799855,Warning
2026-08-09T15:36:53.288573,BIN_008,Udupi,49,29.86,26.43,71,13.386612,74.743895,Normal
2026-08-09T15:37:53.288573,BIN_018,Malpe,40,18.02,28.85,78,13.375596,74.737794,Normal
2026-08-09T15:38:53.288573,BIN_004,Manipal,44,20.8,28.26,77,13.370795,74.705158,Normal
2026-08-09T15:39:53.288573,BIN_018,Malpe,15,10.94,37.56,28,13.375596,74.737794,Normal
2026-08-09T15:40:53.288573,BIN_002,Malpe,26,18.19,27.68,87,13.386811,74.702684,Normal
2026-08-09T15:41:53.288573,BIN_003,Udupi,85,61.0,34.18,55,13.36047,74.748956,Warning
2026-08-09T15:42:53.288573,BIN_019,Kundapura,75,53.82,38.38,72,13.346541,74.799855,Warning
2026-08-09T15:43:53.288573,BIN_019,Kundapura,58,30.27,34.41,21,13.346541,74.799855,Normal
2026-08-09T15:44:53.288573,BIN_015,Udupi,14,9.11,27.15,43,13.361485,74.77039,Normal
2026-08-09T15:45:53.288573,BIN_010,Udupi,93,41.84,29.61,77,13.328038,74.706134,Overflow Risk
2026-08-09T15:46:53.288573,BIN_019,Kundapura,16,10.36,32.62,48,13.346541,74.799855,Normal
2026-08-09T15:47:53.288573,BIN_007,Manipal,36,22.85,39.33,57,13.340145,74.721582,Normal
2026-08-09T15:48:53.288573,BIN_018,Malpe,82,47.14,29.04,64,13.375596,74.737794,Warning
2026-08-09T15:49:53.288573,BIN_008,Udupi,79,50.45,29.59,54,13.386612,74.743895,Warning
2026-08-09T15:50:53.288573,BIN_009,Kundapura,15,6.8,28.02,67,13.352052,74.799791,Normal
2026-08-09T15:51:53.288573,BIN_016,Brahmagiri,45,27.52,39.31,82,13.344545,74.718646,Normal
2026-08-09T15:52:53.288573,BIN_010,Udupi,76,56.87,29.08,53,13.328038,74.706134,Warning
2026-08-09T15:53:53.288573,BIN_001,Malpe,21,10.76,30.97,77,13.312241,74.739286,Normal
2026-08-09T15:54:53.288573,BIN_020,Malpe,65,38.94,33.18,72,13.33064,74.707462,Normal
2026-08-09T15:55:53.288573,BIN_005,Malpe,24,14.67,31.56,50,13.351108,74.766898,Normal
2026-08-09T15:56:53.288573,BIN_001,Malpe,11,7.38,38.34,63,13.312241,74.739286,Normal
2026-08-09T15:57:53.288573,BIN_016,Brahmagiri,78,45.49,30.81,47,13.344545,74.718646,Warning
2026-08-09T15:58:53.288573,BIN_002,Malpe,58,36.83,31.28,36,13.386811,74.702684,Normal
2026-08-09T15:59:53.288573,BIN_009,Kundapura,37,24.01,35.02,87,13.352052,74.799791,Normal
2026-08-09T16:00:53.288573,BIN_019,Kundapura,67,49.18,25.43,61,13.346541,74.799855,Normal
2026-08-09T16:01:53.288573,BIN_003,Udupi,32,18.63,29.27,86,13.36047,74.748956,Normal
2026-08-09T16:02:53.288573,BIN_016,Brahmagiri,87,57.34,37.41,65,13.344545,74.718646,Warning
2026-08-09T16:03:53.288573,BIN_016,Brahmagiri,70,45.05,38.05,50,13.344545,74.718646,Warning
2026-08-09T16:04:53.288573,BIN_004,Manipal,38,15.4,26.3,89,13.370795,74.705158,Normal
2026-08-09T16:05:53.288573,BIN_004,Manipal,15,9.04,29.86,97,13.370795,74.705158,Normal
2026-08-09T16:06:53.288573,BIN_015,Udupi,23,11.29,30.18,98,13.361485,74.77039,Normal
2026-08-09T16:07:53.288573,BIN_018,Malpe,80,33.21,38.04,26,13.375596,74.737794,Warning
2026-08-09T16:08:53.288573,BIN_006,Manipal,93,60.29,35.27,86,13.389592,74.795714,Overflow Risk
2026-08-09T16:09:53.288573,BIN_007,Manipal,49,27.94,35.21,46,13.340145,74.721582,Normal
2026-08-09T16:10:53.288573,BIN_008,Udupi,13,6.98,32.19,22,13.386612,74.743895,Normal
2026-08-09T16:11:53.288573,BIN_005,Malpe,26,16.95,29.41,45,13.351108,74.766898,Normal
2026-08-09T16:12:53.288573,BIN_008,Udupi,59,30.03,39.78,70,13.386612,74.743895,Normal
2026-08-09T16:13:53.288573,BIN_009,Kundapura,10,6.97,33.15,42,13.352052,74.799791,Normal
2026-08-09T16:14:53.288573,BIN_005,Malpe,36,21.19,30.47,91,13.351108,74.766898,Normal
2026-08-09T16:15:53.288573,BIN_016,Brahmagiri,46,23.6,25.3,83,13.344545,74.718646,Normal
2026-08-09T16:16:53.288573,BIN_007,Manipal,90,43.91,39.71,56,13.340145,74.721582,Overflow Risk
2026-08-09T16:17:53.288573,BIN_004,Manipal,36,20.86,31.61,63,13.370795,74.705158,Normal
2026-08-09T16:18:53.288573,BIN_019,Kundapura,69,48.37,37.56,58,13.346541,74.799855,Normal
2026-08-09T16:19:53.288573,BIN_018,Malpe,77,53.45,33.39,64,13.375596,74.737794,Warning
2026-08-09T16:20:53.288573,BIN_011,Udupi,35,25.71,32.48,87,13.327527,74.745716,Normal
2026-08-09T16:21:53.288573,BIN_010,Udupi,15,9.2,31.22,54,13.328038,74.706134,Normal
2026-08-09T16:22:53.288573,BIN_009,Kundapura,21,11.0,38.27,86,13.352052,74.799791,Normal
2026-08-09T16:23:53.288573,BIN_002,Malpe,26,14.06,29.12,81,13.386811,74.702684,Normal
2026-08-09T16:24:53.288573,BIN_015,Udupi,52,40.11,33.84,79,13.361485,74.77039,Normal
2026-08-09T16:25:53.288573,BIN_018,Malpe,38,21.87,37.24,69,13.375596,74.737794,Normal
2026-08-09T16:26:53.288573,BIN_007,Manipal,100,64.21,39.56,50,13.340145,74.721582,Overflow Risk
2026-08-09T16:27:53.288573,BIN_005,Malpe,33,19.52,27.96,77,13.351108,74.766898,Normal
2026-08-09T16:28:53.288573,BIN_001,Malpe,75,59.08,36.34,73,13.312241,74.739286,Warning
2026-08-09T16:29:53.288573,BIN_018,Malpe,22,9.0,27.65,91,13.375596,74.737794,Normal
2026-08-09T16:30:53.288573,BIN_006,Manipal,14,10.11,39.05,85,13.389592,74.795714,Normal
2026-08-09T16:31:53.288573,BIN_020,Malpe,66,50.05,25.4,40,13.33064,74.707462,Normal
2026-08-09T16:32:53.288573,BIN_006,Manipal,90,57.5,35.96,76,13.389592,74.795714,Overflow Risk
2026-08-09T16:33:53.288573,BIN_014,Malpe,72,54.99,38.59,47,13.333329,74.703057,Warning
2026-08-09T16:34:53.288573,BIN_004,Manipal,85,43.86,34.33,87,13.370795,74.705158,Warning
2026-08-09T16:35:53.288573,BIN_008,Udupi,43,33.08,26.85,67,13.386612,74.743895,Normal
2026-08-09T16:36:53.288573,BIN_006,Manipal,83,66.37,28.8,38,13.389592,74.795714,Warning
2026-08-09T16:37:53.288573,BIN_011,Udupi,88,57.85,39.16,85,13.327527,74.745716,Warning
2026-08-09T16:38:53.288573,BIN_012,Udupi,80,56.39,26.07,61,13.300498,74.776004,Warning
2026-08-09T16:39:53.288573,BIN_004,Manipal,17,7.42,26.67,53,13.370795,74.705158,Normal
2026-08-09T16:40:53.288573,BIN_017,Udupi,36,16.57,39.65,68,13.379624,74.705957,Normal
2026-08-09T16:41:53.288573,BIN_016,Brahmagiri,41,27.07,30.26,57,13.344545,74.718646,Normal
2026-08-09T16:42:53.288573,BIN_008,Udupi,50,26.75,34.11,21,13.386612,74.743895,Normal
2026-08-09T16:43:53.288573,BIN_011,Udupi,25,12.52,33.86,71,13.327527,74.745716,Normal
2026-08-09T16:44:53.288573,BIN_016,Brahmagiri,82,56.26,29.06,66,13.344545,74.718646,Warning
2026-08-09T16:45:53.288573,BIN_015,Udupi,18,13.11,26.23,37,13.361485,74.77039,Normal
2026-08-09T16:46:53.288573,BIN_014,Malpe,91,54.75,31.04,46,13.333329,74.703057,Overflow Risk
2026-08-09T16:47:53.288573,BIN_014,Malpe,32,18.68,25.98,91,13.333329,74.703057,Normal
2026-08-09T16:48:53.288573,BIN_014,Malpe,90,60.14,39.64,62,13.333329,74.703057,Overflow Risk
2026-08-09T16:49:53.288573,BIN_015,Udupi,24,12.67,27.73,58,13.361485,74.77039,Normal
2026-08-09T16:50:53.288573,BIN_009,Kundapura,54,37.13,34.62,77,13.352052,74.799791,Normal
2026-08-09T16:51:53.288573,BIN_017,Udupi,15,6.14,35.96,88,13.379624,74.705957,Normal
2026-08-09T16:52:53.288573,BIN_004,Manipal,65,35.0,30.41,80,13.370795,74.705158,Normal
2026-08-09T16:53:53.288573,BIN_015,Udupi,97,55.38,33.75,63,13.361485,74.77039,Overflow Risk
2026-08-09T16:54:53.288573,BIN_019,Kundapura,43,32.65,26.93,23,13.346541,74.799855,Normal
2026-08-09T16:55:53.288573,BIN_019,Kundapura,66,28.69,35.2,25,13.346541,74.799855,Normal
2026-08-09T16:56:53.288573,BIN_008,Udupi,98,46.43,31.29,97,13.386612,74.743895,Overflow Risk
2026-08-09T16:57:53.288573,BIN_017,Udupi,38,16.35,39.52,80,13.379624,74.705957,Normal
2026-08-09T16:58:53.288573,BIN_001,Malpe,33,26.26,25.77,22,13.312241,74.739286,Normal
2026-08-09T16:59:53.288573,BIN_018,Malpe,34,14.82,27.55,99,13.375596,74.737794,Normal
2026-08-09T17:00:53.288573,BIN_004,Manipal,64,26.33,31.13,49,13.370795,74.705158,Normal
2026-08-09T17:01:53.288573,BIN_007,Manipal,94,66.27,33.17,57,13.340145,74.721582,Overflow Risk
2026-08-09T17:02:53.288573,BIN_013,Brahmagiri,98,58.23,27.42,88,13.314129,74.74159,Overflow Risk
2026-08-09T17:03:53.288573,BIN_011,Udupi,13,6.49,32.29,58,13.327527,74.745716,Normal
2026-08-09T17:04:53.288573,BIN_004,Manipal,84,40.23,34.16,37,13.370795,74.705158,Warning
2026-08-09T17:05:53.288573,BIN_020,Malpe,97,58.55,37.81,96,13.33064,74.707462,Overflow Risk
2026-08-09T17:06:53.288573,BIN_016,Brahmagiri,25,10.76,25.15,68,13.344545,74.718646,Normal
2026-08-09T17:07:53.288573,BIN_013,Brahmagiri,14,8.19,39.43,54,13.314129,74.74159,Normal
2026-08-09T17:08:53.288573,BIN_011,Udupi,91,45.9,32.14,51,13.327527,74.745716,Overflow Risk
2026-08-09T17:09:53.288573,BIN_019,Kundapura,30,23.68,33.94,55,13.346541,74.799855,Normal
2026-08-09T17:10:53.288573,BIN_009,Kundapura,72,38.65,32.07,20,13.352052,74.799791,Warning
2026-08-09T17:11:53.288573,BIN_007,Manipal,31,20.19,26.25,31,13.340145,74.721582,Normal
2026-08-09T17:12:53.288573,BIN_007,Manipal,17,12.41,39.59,61,13.340145,74.721582,Normal
2026-08-09T17:13:53.288573,BIN_005,Malpe,21,12.65,26.31,73,13.351108,74.766898,Normal
2026-08-09T17:14:53.288573,BIN_002,Malpe,42,30.75,25.68,76,13.386811,74.702684,Normal
2026-08-09T17:15:53.288573,BIN_006,Manipal,70,50.07,26.37,58,13.389592,74.795714,Warning
2026-08-09T17:16:53.288573,BIN_016,Brahmagiri,25,19.07,35.95,40,13.344545,74.718646,Normal
2026-08-09T17:17:53.288573,BIN_012,Udupi,66,31.22,27.53,92,13.300498,74.776004,Normal
2026-08-09T17:18:53.288573,BIN_003,Udupi,13,7.62,29.03,20,13.36047,74.748956,Normal
2026-08-09T17:19:53.288573,BIN_020,Malpe,96,76.57,39.45,57,13.33064,74.707462,Overflow Risk
2026-08-09T17:20:53.288573,BIN_014,Malpe,47,30.37,25.4,67,13.333329,74.703057,Normal
2026-08-09T17:21:53.288573,BIN_006,Manipal,30,20.58,36.47,63,13.389592,74.795714,Normal
2026-08-09T17:22:53.288573,BIN_011,Udupi,99,57.17,39.16,85,13.327527,74.745716,Overflow Risk
2026-08-09T17:23:53.288573,BIN_005,Malpe,79,32.53,28.39,99,13.351108,74.766898,Warning
2026-08-09T17:24:53.288573,BIN_008,Udupi,55,40.71,36.03,59,13.386612,74.743895,Normal
2026-08-09T17:25:53.288573,BIN_014,Malpe,90,48.95,35.93,23,13.333329,74.703057,Overflow Risk
2026-08-09T17:26:53.288573,BIN_005,Malpe,88,52.98,28.26,53,13.351108,74.766898,Warning
2026-08-09T17:27:53.288573,BIN_006,Manipal,97,47.73,34.7,26,13.389592,74.795714,Overflow Risk
2026-08-09T17:28:53.288573,BIN_007,Manipal,87,43.2,33.24,92,13.340145,74.721582,Warning
2026-08-09T17:29:53.288573,BIN_001,Malpe,68,40.95,32.2,71,13.312241,74.739286,Normal
2026-08-09T17:30:53.288573,BIN_008,Udupi,95,69.33,36.84,63,13.386612,74.743895,Overflow Risk
2026-08-09T17:31:53.288573,BIN_004,Manipal,21,10.02,30.73,23,13.370795,74.705158,Normal
2026-08-09T17:32:53.288573,BIN_005,Malpe,58,36.67,32.55,94,13.351108,74.766898,Normal
2026-08-09T17:33:53.288573,BIN_001,Malpe,64,32.99,28.61,59,13.312241,74.739286,Normal
2026-08-09T17:34:53.288573,BIN_013,Brahmagiri,36,19.31,36.79,100,13.314129,74.74159,Normal
2026-08-09T17:35:53.288573,BIN_016,Brahmagiri,40,20.95,33.72,39,13.344545,74.718646,Normal
2026-08-09T17:36:53.288573,BIN_015,Udupi,13,6.47,37.22,40,13.361485,74.77039,Normal
2026-08-09T17:37:53.288573,BIN_001,Malpe,82,54.54,38.3,33,13.312241,74.739286,Warning
2026-08-09T17:38:53.288573,BIN_015,Udupi,37,29.35,39.1,82,13.361485,74.77039,Normal
2026-08-09T17:39:53.288573,BIN_016,Brahmagiri,78,38.27,25.7,91,13.344545,74.718646,Warning
2026-08-09T17:40:53.288573,BIN_007,Manipal,82,35.49,38.56,76,13.340145,74.721582,Warning
2026-08-09T17:41:53.288573,BIN_002,Malpe,67,34.9,33.95,97,13.386811,74.702684,Normal
2026-08-09T17:42:53.288573,BIN_009,Kundapura,58,30.6,30.65,78,13.352052,74.799791,Normal
2026-08-09T17:43:53.288573,BIN_005,Malpe,95,63.34,25.6,23,13.351108,74.766898,Overflow Risk
2026-08-09T17:44:53.288573,BIN_015,Udupi,85,49.91,37.49,95,13.361485,74.77039,Warning
2026-08-09T17:45:53.288573,BIN_001,Malpe,11,5.17,26.04,81,13.312241,74.739286,Normal
2026-08-09T17:46:53.288573,BIN_016,Brahmagiri,21,9.86,30.2,27,13.344545,74.718646,Normal
2026-08-09T17:47:53.288573,BIN_012,Udupi,50,20.88,36.68,54,13.300498,74.776004,Normal
2026-08-09T17:48:53.288573,BIN_019,Kundapura,28,12.91,26.32,45,13.346541,74.799855,Normal
2026-08-09T17:49:53.288573,BIN_004,Manipal,35,23.73,32.33,60,13.370795,74.705158,Normal
2026-08-09T17:50:53.288573,BIN_007,Manipal,25,18.04,30.88,68,13.340145,74.721582,Normal
2026-08-09T17:51:53.288573,BIN_011,Udupi,37,27.25,30.1,63,13.327527,74.745716,Normal
2026-08-09T17:52:53.288573,BIN_020,Malpe,96,39.97,34.44,85,13.33064,74.707462,Overflow Risk
2026-08-09T17:53:53.288573,BIN_020,Malpe,65,51.87,27.57,85,13.33064,74.707462,Normal
2026-08-09T17:54:53.288573,BIN_020,Malpe,97,58.37,28.93,90,13.33064,74.707462,Overflow Risk
2026-08-09T17:55:53.288573,BIN_018,Malpe,68,31.44,29.94,61,13.375596,74.737794,Normal
2026-08-09T17:56:53.288573,BIN_001,Malpe,37,21.41,26.15,100,13.312241,74.739286,Normal
2026-08-09T17:57:53.288573,BIN_019,Kundapura,64,33.12,37.94,33,13.346541,74.799855,Normal
2026-08-09T17:58:53.288573,BIN_005,Malpe,38,24.24,32.59,20,13.351108,74.766898,Normal
2026-08-09T17:59:53.288573,BIN_014,Malpe,41,20.89,29.4,91,13.333329,74.703057,Normal
2026-08-09T18:00:53.288573,BIN_011,Udupi,48,21.43,36.19,62,13.327527,74.745716,Normal
2026-08-09T18:01:53.288573,BIN_012,Udupi,91,63.64,34.82,27,13.300498,74.776004,Overflow Risk
2026-08-09T18:02:53.288573,BIN_015,Udupi,57,39.7,32.04,71,13.361485,74.77039,Normal
2026-08-09T18:03:53.288573,BIN_020,Malpe,83,41.1,28.58,89,13.33064,74.707462,Warning
2026-08-09T18:04:53.288573,BIN_010,Udupi,66,28.71,37.94,51,13.328038,74.706134,Normal
2026-08-09T18:05:53.288573,BIN_011,Udupi,20,11.8,25.86,32,13.327527,74.745716,Normal
2026-08-09T18:06:53.288573,BIN_009,Kundapura,76,38.89,25.39,92,13.352052,74.799791,Warning
2026-08-09T18:07:53.288573,BIN_017,Udupi,21,11.44,25.4,53,13.379624,74.705957,Normal
2026-08-09T18:08:53.288573,BIN_006,Manipal,18,9.9,27.76,94,13.389592,74.795714,Normal
2026-08-09T18:09:53.288573,BIN_016,Brahmagiri,47,22.37,28.45,89,13.344545,74.718646,Normal
2026-08-09T18:10:53.288573,BIN_004,Manipal,58,39.69,35.01,92,13.370795,74.705158,Normal
2026-08-09T18:11:53.288573,BIN_011,Udupi,65,46.3,35.34,66,13.327527,74.745716,Normal
2026-08-09T18:12:53.288573,BIN_005,Malpe,31,21.46,35.9,20,13.351108,74.766898,Normal
2026-08-09T18:13:53.288573,BIN_014,Malpe,87,39.81,32.38,60,13.333329,74.703057,Warning
2026-08-09T18:14:53.288573,BIN_013,Brahmagiri,59,30.45,36.02,52,13.314129,74.74159,Normal
2026-08-09T18:15:53.288573,BIN_016,Brahmagiri,50,26.35,26.26,77,13.344545,74.718646,Normal
2026-08-09T18:16:53.288573,BIN_016,Brahmagiri,12,5.56,39.99,53,13.344545,74.718646,Normal
2026-08-09T18:17:53.288573,BIN_002,Malpe,90,67.93,28.09,49,13.386811,74.702684,Overflow Risk
2026-08-09T18:18:53.288573,BIN_013,Brahmagiri,36,27.74,33.73,42,13.314129,74.74159,Normal
2026-08-09T18:19:53.288573,BIN_008,Udupi,38,26.98,35.72,42,13.386612,74.743895,Normal
2026-08-09T18:20:53.288573,BIN_019,Kundapura,56,40.49,25.42,64,13.346541,74.799855,Normal
2026-08-09T18:21:53.288573,BIN_011,Udupi,70,45.69,34.81,35,13.327527,74.745716,Warning
2026-08-09T18:22:53.288573,BIN_016,Brahmagiri,47,23.61,25.7,53,13.344545,74.718646,Normal
2026-08-09T18:23:53.288573,BIN_015,Udupi,12,9.38,32.68,24,13.361485,74.77039,Normal
2026-08-09T18:24:53.288573,BIN_004,Manipal,86,57.98,39.26,47,13.370795,74.705158,Warning
2026-08-09T18:25:53.288573,BIN_014,Malpe,13,6.81,30.91,84,13.333329,74.703057,Normal
2026-08-09T18:26:53.288573,BIN_013,Brahmagiri,37,25.3,27.42,88,13.314129,74.74159,Normal
2026-08-09T18:27:53.288573,BIN_018,Malpe,11,7.38,33.79,88,13.375596,74.737794,Normal
2026-08-09T18:28:53.288573,BIN_010,Udupi,84,47.72,34.42,25,13.328038,74.706134,Warning
2026-08-09T18:29:53.288573,BIN_005,Malpe,32,14.53,33.71,34,13.351108,74.766898,Normal
2026-08-09T18:30:53.288573,BIN_015,Udupi,45,29.85,37.68,88,13.361485,74.77039,Normal
2026-08-09T18:31:53.288573,BIN_001,Malpe,66,40.34,32.26,58,13.312241,74.739286,Normal
2026-08-09T18:32:53.288573,BIN_011,Udupi,24,14.1,35.13,20,13.327527,74.745716,Normal
2026-08-09T18:33:53.288573,BIN_009,Kundapura,27,18.38,33.95,68,13.352052,74.799791,Normal
2026-08-09T18:34:53.288573,BIN_013,Brahmagiri,81,49.25,26.53,75,13.314129,74.74159,Warning
2026-08-09T18:35:53.288573,BIN_017,Udupi,14,8.32,39.08,22,13.379624,74.705957,Normal
2026-08-09T18:36:53.288573,BIN_001,Malpe,32,22.6,25.52,66,13.312241,74.739286,Normal
2026-08-09T18:37:53.288573,BIN_015,Udupi,27,18.36,39.34,71,13.361485,74.77039,Normal
2026-08-09T18:38:53.288573,BIN_001,Malpe,39,30.94,32.96,67,13.312241,74.739286,Normal
2026-08-09T18:39:53.288573,BIN_006,Manipal,61,43.71,29.05,26,13.389592,74.795714,Normal
2026-08-09T18:40:53.288573,BIN_015,Udupi,30,20.16,39.86,55,13.361485,74.77039,Normal
2026-08-09T18:41:53.288573,BIN_002,Malpe,99,66.63,25.75,76,13.386811,74.702684,Overflow Risk
2026-08-09T18:42:53.288573,BIN_008,Udupi,84,60.8,30.33,89,13.386612,74.743895,Warning
2026-08-09T18:43:53.288573,BIN_012,Udupi,52,35.43,36.02,36,13.300498,74.776004,Normal
2026-08-09T18:44:53.288573,BIN_003,Udupi,83,62.26,33.09,64,13.36047,74.748956,Warning
2026-08-09T18:45:53.288573,BIN_003,Udupi,47,21.85,27.35,55,13.36047,74.748956,Normal
2026-08-09T18:46:53.288573,BIN_014,Malpe,82,38.79,31.94,91,13.333329,74.703057,Warning
2026-08-09T18:47:53.288573,BIN_017,Udupi,54,27.48,29.5,23,13.379624,74.705957,Normal
2026-08-09T18:48:53.288573,BIN_007,Manipal,30,21.61,26.38,59,13.340145,74.721582,Normal
2026-08-09T18:49:53.288573,BIN_004,Manipal,76,41.4,26.07,58,13.370795,74.705158,Warning
2026-08-09T18:50:53.288573,BIN_008,Udupi,26,20.35,25.03,52,13.386612,74.743895,Normal
2026-08-09T18:51:53.288573,BIN_019,Kundapura,34,16.95,28.94,68,13.346541,74.799855,Normal
2026-08-09T18:52:53.288573,BIN_020,Malpe,53,39.43,35.41,66,13.33064,74.707462,Normal
2026-08-09T18:53:53.288573,BIN_006,Manipal,84,55.4,33.79,93,13.389592,74.795714,Warning
2026-08-09T18:54:53.288573,BIN_002,Malpe,87,46.16,32.25,61,13.386811,74.702684,Warning
2026-08-09T18:55:53.288573,BIN_018,Malpe,12,8.92,32.14,52,13.375596,74.737794,Normal
2026-08-09T18:56:53.288573,BIN_004,Manipal,70,38.73,27.31,86,13.370795,74.705158,Warning
2026-08-09T18:57:53.288573,BIN_018,Malpe,45,27.63,35.95,80,13.375596,74.737794,Normal
2026-08-09T18:58:53.288573,BIN_011,Udupi,38,28.93,38.01,96,13.327527,74.745716,Normal
2026-08-09T18:59:53.288573,BIN_006,Manipal,90,61.35,28.26,61,13.389592,74.795714,Overflow Risk
2026-08-09T19:00:53.288573,BIN_009,Kundapura,93,68.25,26.95,47,13.352052,74.799791,Overflow Risk
2026-08-09T19:01:53.288573,BIN_019,Kundapura,90,48.76,39.71,100,13.346541,74.799855,Overflow Risk
2026-08-09T19:02:53.288573,BIN_006,Manipal,99,60.43,29.13,91,13.389592,74.795714,Overflow Risk
2026-08-09T19:03:53.288573,BIN_012,Udupi,53,35.8,31.66,65,13.300498,74.776004,Normal
2026-08-09T19:04:53.288573,BIN_016,Brahmagiri,42,31.07,31.57,96,13.344545,74.718646,Normal
2026-08-09T19:05:53.288573,BIN_019,Kundapura,69,53.36,38.19,47,13.346541,74.799855,Normal
